ID Réponse,Date,Phase,Type de territoire,Arrondissement / Ville liée,Statut du commerce,Enjeux: Soutien financier?,Enjeux: Maintien des opérations?,Enjeux: Fiscalité (taxes et impôts)?,Enjeux: Ressources humaines?,Enjeux: Réglementation?,Enjeux: Marketing?,Enjeux: Santé et sécurité?,Enjeux: Recherche d'équipement sanitaire?,Enjeux: Aménagement de l'espace?,Enjeux: Permis pour les terrasses extérieures?,Enjeux: Autre?,Intérêt pour le programme d'aide d'urgence?,Présence sur les médias sociaux?,Présence sur Facebook?,Présence sur Twitter?,Présence sur Instagram?,Présence sur LinkedIn?,Faites-vous de la vente en ligne?,Canal de vente en ligne,Connaissez-vous le service de livraison urbaine?,Êtes-vous intéressé par le service de livraison urbaine?,Intérêt pour le programme d'accompagnement pour le virage numérique des entreprises?,Offrez-vous un service de livraison?,Êtes-vous satisfait de votre service de livraison actuel?,Seriez-vous intéressé par le service de livraison urbain (à vélo) mise en place par la Ville de Montréal et ses partenaires si vous si aviez accès?,Est-ce que l'information que nous vous avons donnée vous a été utile?
403,2020-05-26,1,Arrondissement,Rosemont-La Petite-Patrie,Ouvert,Oui,,,,,Oui,Oui,,,,,Oui,Oui,Oui,,,,Non,Pas de vente en ligne,Oui,Oui,Oui,Question non posée lors de l'appel,Question non posée lors de l'appel,Question non posée lors de l'appel,Oui
404,2020-05-26,1,Arrondissement,Le Plateau-Mont-Royal,Ouvert,,,,,,,Oui,,,,,Oui,Oui,Oui,,,,Oui,Site transactionnel,Non,Oui,Je ne sais pas,Question non posée lors de l'appel,Question non posée lors de l'appel,Question non posée lors de l'appel,Oui
405,2020-05-26,1,Arrondissement,Le Plateau-Mont-Royal,Partiellement ouvert,,Oui,,,,Oui,,,,,,Non,Oui,Oui,,Oui,,Oui,Site transactionnel,Non,Oui,Oui,Question non posée lors de l'appel,Question non posée lors de l'appel,Question non posée lors de l'appel,Oui
406,2020-05-26,1,Arrondissement,Rosemont-La Petite-Patrie,Fermé,Oui,Oui,Oui,Oui,,Oui,Oui,,Oui,,Oui,Oui,Oui,Oui,,,,Oui,"Oui, à l'aide d'un système maison, mais seulement depuis la crise",Non,Oui,Oui,Question non posée lors de l'appel,Question non posée lors de l'appel,Question non posée lors de l'appel,Oui
407,2020-05-26,1,Arrondissement,Villeray-Saint-Michel-Parc-Extension,Fermé,Oui,,,,,Oui,,,,,,Oui,Non,,,,,Non applicable,Non applicable,Non applicable,Non applicable,Oui,Question non posée lors de l'appel,Question non posée lors de l'appel,Question non posée lors de l'appel,Oui
408,2020-05-26,1,Arrondissement,Villeray-Saint-Michel-Parc-Extension,Partiellement ouvert,,,,,,,Oui,Oui,Oui,,,Oui,Non,,,,,Non applicable,Non applicable,Non,Non,"Non, je n'ai pas d'intérêt à faire un virage numérique",Question non posée lors de l'appel,Question non posée lors de l'appel,Question non posée lors de l'appel,Oui
409,2020-05-26,1,Arrondissement,Le Plateau-Mont-Royal,Partiellement ouvert,Oui,,,Oui,Oui,,Oui,Oui,Oui,,Oui,Non,Oui,Oui,,Oui,,Oui,Site transactionnel,Oui,Je l'utilise déjà,Je ne sais pas,Question non posée lors de l'appel,Question non posée lors de l'appel,Question non posée lors de l'appel,Oui
410,2020-05-26,1,Arrondissement,Villeray-Saint-Michel-Parc-Extension,Statut inconnu,Oui,,,,,Oui,,,,,,Oui,Non,,,,,Non,Pas de vente en ligne,Non,Oui,Oui,Question non posée lors de l'appel,Question non posée lors de l'appel,Question non posée lors de l'appel,Oui
411,2020-05-27,1,Arrondissement,Villeray-Saint-Michel-Parc-Extension,Ouvert,,,,,,,,,,,,Non,Sans réponse,,,,,Réponse inconnue,Réponse inconnue,Non applicable,Non applicable,Sans réponse,Question non posée lors de l'appel,Question non posée lors de l'appel,Question non posée lors de l'appel,Oui
412,2020-05-27,1,Arrondissement,Rosemont-La Petite-Patrie,Ouvert,,Oui,,,,,,,,,,Oui,Non,,,,,Non,Pas de vente en ligne,Non,Non,"Non, je n'ai pas d'intérêt à faire un virage numérique",Question non posée lors de l'appel,Question non posée lors de l'appel,Question non posée lors de l'appel,Oui
413,2020-05-27,1,Arrondissement,Rosemont-La Petite-Patrie,Ouvert,,Oui,,,,Oui,,,,,,Non,Non,,,,,Non,Pas de vente en ligne,Non,Non,Je ne sais pas,Question non posée lors de l'appel,Question non posée lors de l'appel,Question non posée lors de l'appel,Oui
414,2020-05-27,1,Arrondissement,Outremont,Partiellement ouvert,,,,,,,Oui,,Oui,,,Non,Oui,,,Oui,,Non,Pas de vente en ligne,Non,Oui,Je ne sais pas,Question non posée lors de l'appel,Question non posée lors de l'appel,Question non posée lors de l'appel,Oui
415,2020-05-27,1,Arrondissement,Outremont,Partiellement ouvert,,Oui,,,,Oui,Oui,,,,,Oui,Oui,Oui,Oui,Oui,Oui,Non,Pas de vente en ligne,Non,Oui,Je ne sais pas,Question non posée lors de l'appel,Question non posée lors de l'appel,Question non posée lors de l'appel,Oui
416,2020-05-27,1,Arrondissement,Villeray-Saint-Michel-Parc-Extension,Ouvert,Oui,,,,,,,,,,,Oui,Oui,Oui,,,,Non applicable,Non applicable,Non applicable,Non applicable,Oui,Question non posée lors de l'appel,Question non posée lors de l'appel,Question non posée lors de l'appel,Oui
417,2020-05-27,1,Arrondissement,Le Plateau-Mont-Royal,Ouvert,Oui,,,,,,Oui,,,,,Sans réponse,Sans réponse,,,,,Non,Pas de vente en ligne,Non,Oui,Oui,Question non posée lors de l'appel,Question non posée lors de l'appel,Question non posée lors de l'appel,Oui
418,2020-05-27,1,Arrondissement,Rosemont-La Petite-Patrie,Ouvert,Oui,,,,,Oui,,,,,,Oui,Oui,Oui,,Oui,,Oui,Site transactionnel,Non,Oui,Je ne sais pas,Question non posée lors de l'appel,Question non posée lors de l'appel,Question non posée lors de l'appel,Oui
419,2020-05-27,1,Arrondissement,Le Sud-Ouest,Ouvert,Oui,,,,,Oui,Oui,,,,,Oui,Oui,Oui,,,,Non,Pas de vente en ligne,Non,Oui,Oui,Question non posée lors de l'appel,Question non posée lors de l'appel,Question non posée lors de l'appel,Oui
420,2020-05-27,1,Arrondissement,Le Plateau-Mont-Royal,Ouvert,Oui,Oui,,Oui,,,Oui,,Oui,,Oui,Oui,Oui,Oui,,Oui,,Non,Pas de vente en ligne,Non,Oui,Je ne sais pas,Question non posée lors de l'appel,Question non posée lors de l'appel,Question non posée lors de l'appel,Oui
421,2020-05-27,1,Arrondissement,Le Plateau-Mont-Royal,Ouvert,Oui,,,,,,Oui,,,,,Sans réponse,Sans réponse,,,,,Non,Pas de vente en ligne,Non applicable,Non applicable,Je ne sais pas,Question non posée lors de l'appel,Question non posée lors de l'appel,Question non posée lors de l'appel,Oui
422,2020-05-27,1,Arrondissement,Le Plateau-Mont-Royal,Ouvert,Oui,,,,,,,,Oui,,,Oui,Non,,,,,Non,Pas de vente en ligne,Non applicable,Non applicable,"Non, je n'ai pas d'intérêt à faire un virage numérique",Question non posée lors de l'appel,Question non posée lors de l'appel,Question non posée lors de l'appel,Oui
423,2020-05-27,1,Arrondissement,Rosemont-La Petite-Patrie,Ouvert,,,,,,,Oui,,,,,Non,Non,,,,,Non,Pas de vente en ligne,Non,Oui,"Non, je n'ai pas d'intérêt à faire un virage numérique",Question non posée lors de l'appel,Question non posée lors de l'appel,Question non posée lors de l'appel,Oui
424,2020-05-27,1,Arrondissement,Rosemont-La Petite-Patrie,Ouvert,Oui,,,,,,,,,,,Oui,Non,,,,,Non,Pas de vente en ligne,Non,Oui,Oui,Question non posée lors de l'appel,Question non posée lors de l'appel,Question non posée lors de l'appel,Oui
425,2020-05-27,1,Arrondissement,Villeray-Saint-Michel-Parc-Extension,Ouvert,Oui,,Oui,,,Oui,,,,,,Oui,Non,,,,,Non applicable,Non applicable,Non applicable,Non applicable,Oui,Question non posée lors de l'appel,Question non posée lors de l'appel,Question non posée lors de l'appel,Oui
426,2020-05-27,1,Arrondissement,Rosemont-La Petite-Patrie,Ouvert,,,,,,,,,,,,Sans réponse,Non,,,,,Non,Pas de vente en ligne,Non,Oui,Je ne sais pas,Question non posée lors de l'appel,Question non posée lors de l'appel,Question non posée lors de l'appel,Oui
427,2020-05-27,1,Arrondissement,Villeray-Saint-Michel-Parc-Extension,Partiellement ouvert,Oui,,,,,,Oui,,,,,Oui,Sans réponse,,,,,Réponse inconnue,Réponse inconnue,Sans réponse,Sans réponse,Oui,Question non posée lors de l'appel,Question non posée lors de l'appel,Question non posée lors de l'appel,Oui
428,2020-05-27,1,Arrondissement,Villeray-Saint-Michel-Parc-Extension,Partiellement ouvert,Oui,,,,Oui,,,,,,,Oui,Non,,,,,Non applicable,Non applicable,Non applicable,Non applicable,Je ne sais pas,Question non posée lors de l'appel,Question non posée lors de l'appel,Question non posée lors de l'appel,Oui
429,2020-05-27,1,Ville liée,Mont-Royal,Ouvert,Oui,,,,,,,,,,,Oui,Oui,Oui,,,,Non,Pas de vente en ligne,Oui,Non,"Non, j'ai déjà ce qu'il me faut pour faire un virage numérique",Question non posée lors de l'appel,Question non posée lors de l'appel,Question non posée lors de l'appel,Oui
430,2020-05-27,1,Arrondissement,Villeray-Saint-Michel-Parc-Extension,Ouvert,Oui,,,Oui,,,,,,,Oui,Oui,Sans réponse,,,,,Non applicable,Non applicable,Non,Non,"Non, je n'ai pas d'intérêt à faire un virage numérique",Question non posée lors de l'appel,Question non posée lors de l'appel,Question non posée lors de l'appel,Oui
431,2020-05-27,1,Arrondissement,Le Plateau-Mont-Royal,Statut inconnu,,,,,,,,,,,Oui,Non,Sans réponse,,,,,Réponse inconnue,Réponse inconnue,Non,Non,"Non, j'ai déjà ce qu'il me faut pour faire un virage numérique",Question non posée lors de l'appel,Question non posée lors de l'appel,Question non posée lors de l'appel,Oui
432,2020-05-27,1,Arrondissement,Rosemont-La Petite-Patrie,Ouvert,,,,,,,Oui,,,,,Non,Non,,,,,Non,Pas de vente en ligne,Non,Non,"Non, je n'ai pas d'intérêt à faire un virage numérique",Question non posée lors de l'appel,Question non posée lors de l'appel,Question non posée lors de l'appel,Oui
433,2020-05-27,1,Arrondissement,Villeray-Saint-Michel-Parc-Extension,Partiellement ouvert,Oui,Oui,Oui,,,Oui,Oui,,Oui,,,Oui,Non,,,,,Non,Pas de vente en ligne,Non,Oui,Oui,Question non posée lors de l'appel,Question non posée lors de l'appel,Question non posée lors de l'appel,Oui
434,2020-05-27,1,Arrondissement,Villeray-Saint-Michel-Parc-Extension,Partiellement ouvert,,,,Oui,,,,,,,Oui,Non,Non,,,,,Non,Pas de vente en ligne,Non,Oui,Je ne sais pas,Question non posée lors de l'appel,Question non posée lors de l'appel,Question non posée lors de l'appel,Oui
435,2020-05-27,1,Arrondissement,Verdun,Fermé,Oui,,,,,,,,,,,Oui,Sans réponse,,,,,Oui,Site transactionnel,Non,Oui,Oui,Question non posée lors de l'appel,Question non posée lors de l'appel,Question non posée lors de l'appel,Oui
436,2020-05-27,1,Arrondissement,Villeray-Saint-Michel-Parc-Extension,Ouvert,,,,,,,,,,,,Non,Non,,,,,Non,Pas de vente en ligne,Non,Non,"Non, je n'ai pas d'intérêt à faire un virage numérique",Question non posée lors de l'appel,Question non posée lors de l'appel,Question non posée lors de l'appel,Non
437,2020-05-27,1,Arrondissement,Villeray-Saint-Michel-Parc-Extension,Partiellement ouvert,Oui,,,,Oui,,,,,,,Oui,Non,,,,,Non applicable,Non applicable,Non applicable,Non applicable,"Non, je n'ai pas d'intérêt à faire un virage numérique",Question non posée lors de l'appel,Question non posée lors de l'appel,Question non posée lors de l'appel,Oui
438,2020-05-27,1,Arrondissement,Villeray-Saint-Michel-Parc-Extension,Ouvert,Oui,Oui,,,Oui,,,,,,,Non,Non,,,,,Non,Pas de vente en ligne,Non,Non,"Non, je n'ai pas d'intérêt à faire un virage numérique",Question non posée lors de l'appel,Question non posée lors de l'appel,Question non posée lors de l'appel,Oui
439,2020-05-27,1,Arrondissement,Villeray-Saint-Michel-Parc-Extension,Fermé,Oui,,,,,,,,,,,Sans réponse,Sans réponse,,,,,Non applicable,Non applicable,Non applicable,Non applicable,Je ne sais pas,Question non posée lors de l'appel,Question non posée lors de l'appel,Question non posée lors de l'appel,Oui
440,2020-05-27,1,Arrondissement,Villeray-Saint-Michel-Parc-Extension,Ouvert,Oui,,,,,,,,,,,Oui,Oui,Oui,Oui,,,Non,Pas de vente en ligne,Non applicable,Non applicable,"Non, je n'ai pas d'intérêt à faire un virage numérique",Question non posée lors de l'appel,Question non posée lors de l'appel,Question non posée lors de l'appel,Oui
441,2020-05-27,1,Arrondissement,Villeray-Saint-Michel-Parc-Extension,Ouvert,Oui,,,,Oui,,,,,,,Oui,Non,,,,,Non,Pas de vente en ligne,Non applicable,Non applicable,"Non, je n'ai pas d'intérêt à faire un virage numérique",Question non posée lors de l'appel,Question non posée lors de l'appel,Question non posée lors de l'appel,Oui
442,2020-05-27,1,Arrondissement,Villeray-Saint-Michel-Parc-Extension,Partiellement ouvert,Oui,,,,,,,,,,,Oui,Sans réponse,,,,,Réponse inconnue,Réponse inconnue,Non,Oui,Oui,Question non posée lors de l'appel,Question non posée lors de l'appel,Question non posée lors de l'appel,Oui
443,2020-05-27,1,Arrondissement,Villeray-Saint-Michel-Parc-Extension,Ouvert,Oui,,,,,,Oui,Oui,Oui,,,Oui,Non,,,,,Non,Pas de vente en ligne,Non applicable,Non applicable,"Non, je n'ai pas d'intérêt à faire un virage numérique",Question non posée lors de l'appel,Question non posée lors de l'appel,Question non posée lors de l'appel,Oui
444,2020-05-27,1,Arrondissement,Villeray-Saint-Michel-Parc-Extension,Ouvert,Oui,Oui,,,,,,,,,,Non,Non,,,,,Non,Pas de vente en ligne,Non,Non,Oui,Question non posée lors de l'appel,Question non posée lors de l'appel,Question non posée lors de l'appel,Oui
445,2020-05-27,1,Arrondissement,Villeray-Saint-Michel-Parc-Extension,Ouvert,,,,,,,,,,,,Non,Non,,,,,Non,Pas de vente en ligne,Non applicable,Non applicable,"Non, je n'ai pas d'intérêt à faire un virage numérique",Question non posée lors de l'appel,Question non posée lors de l'appel,Question non posée lors de l'appel,Oui
446,2020-05-27,1,Arrondissement,Villeray-Saint-Michel-Parc-Extension,Partiellement ouvert,Oui,Oui,,,,Oui,,,Oui,,,Oui,Oui,Oui,Oui,Oui,,Non,Pas de vente en ligne,Non applicable,Non applicable,Oui,Question non posée lors de l'appel,Question non posée lors de l'appel,Question non posée lors de l'appel,Oui
447,2020-05-28,1,Arrondissement,Villeray-Saint-Michel-Parc-Extension,Ouvert,,,,,,,,,,,,Sans réponse,Sans réponse,,,,,Non applicable,Non applicable,Non applicable,Non applicable,"Non, j'ai déjà ce qu'il me faut pour faire un virage numérique",Question non posée lors de l'appel,Question non posée lors de l'appel,Question non posée lors de l'appel,Oui
448,2020-05-28,1,Arrondissement,Villeray-Saint-Michel-Parc-Extension,Ouvert,,,,,,,,,,,,Non,Sans réponse,,,,,Réponse inconnue,Réponse inconnue,Sans réponse,Sans réponse,Sans réponse,Question non posée lors de l'appel,Question non posée lors de l'appel,Question non posée lors de l'appel,Sans réponse
449,2020-05-28,1,Arrondissement,Villeray-Saint-Michel-Parc-Extension,Ouvert,,,,,,,,,,,,Non,Sans réponse,,,,,Non,Pas de vente en ligne,Oui,Non,"Non, je n'ai pas d'intérêt à faire un virage numérique",Question non posée lors de l'appel,Question non posée lors de l'appel,Question non posée lors de l'appel,Oui
450,2020-05-28,1,Arrondissement,Rosemont-La Petite-Patrie,Ouvert,Oui,,,,,Oui,Oui,Oui,,,,Oui,Oui,Oui,,,,Non,Pas de vente en ligne,Non,Oui,Oui,Question non posée lors de l'appel,Question non posée lors de l'appel,Question non posée lors de l'appel,Oui
451,2020-05-28,1,Ville liée,Westmount,Ouvert,,Oui,,Oui,,,Oui,,,,Oui,Non,Oui,Oui,,,,Non,Pas de vente en ligne,Non,Non,"Non, j'ai déjà ce qu'il me faut pour faire un virage numérique",Question non posée lors de l'appel,Question non posée lors de l'appel,Question non posée lors de l'appel,Oui
452,2020-05-28,1,Arrondissement,Le Plateau-Mont-Royal,Ouvert,,,,Oui,,,,,Oui,,Oui,Oui,Oui,Oui,,,,Non,Pas de vente en ligne,Non applicable,Non applicable,"Non, je n'ai pas d'intérêt à faire un virage numérique",Question non posée lors de l'appel,Question non posée lors de l'appel,Question non posée lors de l'appel,Oui
453,2020-05-28,1,Arrondissement,Villeray-Saint-Michel-Parc-Extension,Ouvert,Oui,,,,,,,,,,,Oui,Non,,,,,Non applicable,Non applicable,Non applicable,Non applicable,Oui,Question non posée lors de l'appel,Question non posée lors de l'appel,Question non posée lors de l'appel,Oui
454,2020-05-28,1,Arrondissement,Villeray-Saint-Michel-Parc-Extension,Ouvert,Oui,Oui,,,,Oui,,,Oui,,,Non,Sans réponse,,,,,Réponse inconnue,Réponse inconnue,Non,Oui,Je ne sais pas,Question non posée lors de l'appel,Question non posée lors de l'appel,Question non posée lors de l'appel,Oui
455,2020-05-28,1,Arrondissement,Villeray-Saint-Michel-Parc-Extension,Partiellement ouvert,,,,,,,,,,,,Oui,Non,,,,,Non,Pas de vente en ligne,Non,Oui,"Non, je n'ai pas d'intérêt à faire un virage numérique",Question non posée lors de l'appel,Question non posée lors de l'appel,Question non posée lors de l'appel,Oui
456,2020-05-28,1,Arrondissement,Villeray-Saint-Michel-Parc-Extension,Fermé,,,,,,,,,,,,Sans réponse,Sans réponse,,,,,Non applicable,Non applicable,Non applicable,Non applicable,Sans réponse,Question non posée lors de l'appel,Question non posée lors de l'appel,Question non posée lors de l'appel,Oui
457,2020-05-28,1,Arrondissement,Villeray-Saint-Michel-Parc-Extension,Partiellement ouvert,Oui,,,,,,,,,,,Oui,Non,,,,,Non,Pas de vente en ligne,Non,Oui,"Non, je n'ai pas d'intérêt à faire un virage numérique",Question non posée lors de l'appel,Question non posée lors de l'appel,Question non posée lors de l'appel,Oui
458,2020-05-28,1,Arrondissement,Villeray-Saint-Michel-Parc-Extension,Ouvert,,,,,,,,,,,,Sans réponse,Sans réponse,,,,,Non,Pas de vente en ligne,Non,Oui,Oui,Question non posée lors de l'appel,Question non posée lors de l'appel,Question non posée lors de l'appel,Oui
459,2020-05-28,1,Arrondissement,Villeray-Saint-Michel-Parc-Extension,Ouvert,Oui,Oui,,,,,Oui,,,,,Oui,Oui,Oui,,,,Non,Pas de vente en ligne,Non,Non,Je ne sais pas,Question non posée lors de l'appel,Question non posée lors de l'appel,Question non posée lors de l'appel,Oui
460,2020-05-28,2,Arrondissement,Saint-Laurent,Ouvert,Oui,,,,Oui,Oui,Oui,,,,,Oui,Sans réponse,,,,,Réponse inconnue,Réponse inconnue,Non applicable,Non applicable,Sans réponse,Question non posée lors de l'appel,Question non posée lors de l'appel,Question non posée lors de l'appel,Oui
461,2020-05-28,1,Arrondissement,Villeray-Saint-Michel-Parc-Extension,Partiellement ouvert,Oui,,,,,Oui,,,Oui,,,Oui,Sans réponse,,,,,Non applicable,Non applicable,Non applicable,Non applicable,"Non, je n'ai pas d'intérêt à faire un virage numérique",Question non posée lors de l'appel,Question non posée lors de l'appel,Question non posée lors de l'appel,Oui
462,2020-05-28,2,Arrondissement,Ahuntsic-Cartierville,Statut inconnu,,,,,,,,,,,,Sans réponse,Sans réponse,,,,,Réponse inconnue,Réponse inconnue,Sans réponse,Sans réponse,Sans réponse,Question non posée lors de l'appel,Question non posée lors de l'appel,Question non posée lors de l'appel,Oui
463,2020-05-28,2,Arrondissement,Montréal-Nord,Ouvert,,,,,,,,,,,,Oui,Non,,,,,Non applicable,Non applicable,Non applicable,Non applicable,Oui,Question non posée lors de l'appel,Question non posée lors de l'appel,Question non posée lors de l'appel,Oui
464,2020-05-28,1,Arrondissement,Villeray-Saint-Michel-Parc-Extension,Ouvert,Oui,,Oui,,,,,,,,,Oui,Sans réponse,,,,,Non applicable,Non applicable,Non applicable,Non applicable,"Non, je n'ai pas d'intérêt à faire un virage numérique",Question non posée lors de l'appel,Question non posée lors de l'appel,Question non posée lors de l'appel,Oui
465,2020-05-28,2,Arrondissement,Côte-des-Neiges-Notre-Dame-de-Grâce,Statut inconnu,,,,,,,,,,,,Sans réponse,Sans réponse,,,,,Réponse inconnue,Réponse inconnue,Sans réponse,Sans réponse,Sans réponse,Question non posée lors de l'appel,Question non posée lors de l'appel,Question non posée lors de l'appel,Sans réponse
466,2020-05-28,1,Arrondissement,Le Plateau-Mont-Royal,Ouvert,,,,,,,Oui,Oui,,,,Oui,Sans réponse,,,,,Oui,Site transactionnel,Non applicable,Non applicable,Sans réponse,Question non posée lors de l'appel,Question non posée lors de l'appel,Question non posée lors de l'appel,Sans réponse
467,2020-05-28,1,Arrondissement,Villeray-Saint-Michel-Parc-Extension,Fermé,Oui,,Oui,,,,,,,,,Oui,Oui,Oui,,,,Non applicable,Non applicable,Non applicable,Non applicable,"Non, je n'ai pas d'intérêt à faire un virage numérique",Question non posée lors de l'appel,Question non posée lors de l'appel,Question non posée lors de l'appel,Oui
468,2020-05-28,1,Arrondissement,Villeray-Saint-Michel-Parc-Extension,Partiellement ouvert,Oui,,Oui,,,,,,,,,Oui,Non,,,,,Non applicable,Non applicable,Non applicable,Non applicable,Je ne sais pas,Question non posée lors de l'appel,Question non posée lors de l'appel,Question non posée lors de l'appel,Oui
